ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0090398	cellular senescence	5/2112	108/18903	0.994950990455212	1	0.922150220395834	CALR/KAT6A/PLA2R1/HLA-G/TERF2	5
BP	GO:0022904	respiratory electron transport chain	6/2112	122/18903	0.995115066866936	1	0.922150220395834	PPARGC1A/GHITM/SDHA/MYBBP1A/SLC25A22/IMMP2L	6
BP	GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress	1/2112	45/18903	0.995194965346815	1	0.922150220395834	NOX1	1
BP	GO:0021575	hindbrain morphogenesis	1/2112	45/18903	0.995194965346815	1	0.922150220395834	GRID2	1
BP	GO:0043038	amino acid activation	1/2112	45/18903	0.995194965346815	1	0.922150220395834	LRRC47	1
BP	GO:0044843	cell cycle G1/S phase transition	19/2112	280/18903	0.99524596948554	1	0.922150220395834	SMARCE1/SMARCA2/CTDSPL/DDRGK1/EGFR/SMARCC2/MDM2/ACTB/LATS2/E2F1/GJC2/CDKN2D/GFI1B/TAF1/GFI1/SMARCD3/PIM2/PLCG2/PLK5	19
BP	GO:1903201	regulation of oxidative stress-induced cell death	3/2112	80/18903	0.995389531277266	1	0.922150220395834	GATA4/FYN/NOX1	3
BP	GO:0045930	negative regulation of mitotic cell cycle	16/2112	246/18903	0.995402141907117	1	0.922150220395834	INCENP/CTDSPL/TOM1L1/AVEN/MDM2/HECA/BRSK1/CDCA8/GJC2/GFI1B/SPC24/DUSP1/AURKB/PLK5/DONSON/CDK5RAP2	16
BP	GO:1902749	regulation of cell cycle G2/M phase transition	5/2112	110/18903	0.995739809102729	1	0.922150220395834	AVEN/BRSK1/CDC25B/AURKB/DONSON	5
BP	GO:0044773	mitotic DNA damage checkpoint signaling	3/2112	81/18903	0.995813064074262	1	0.922150220395834	MDM2/BRSK1/DONSON	3
BP	GO:0035825	homologous recombination	2/2112	65/18903	0.99589251697093	1	0.922150220395834	ERCC4/MND1	2
BP	GO:0072594	establishment of protein localization to organelle	34/2112	449/18903	0.995941952452635	1	0.922150220395834	HUWE1/RAB3GAP2/VPS13C/VPS13D/STAT3/AP3B1/MAN1A1/HEATR3/MICALL2/ACD/LAMP1/CBLB/BAX/BBC3/TGFB1/SPRN/WRAP53/SHH/IMMP2L/TMCO6/FAM53A/VPS41/CHMP4A/LAMP5/ZNF205-AS1/CACNG4/RAC2/NOLC1/IPO9/LAPTM5/NUP98/MDFIC/ABRA/RYR2	34
BP	GO:0022900	electron transport chain	10/2112	176/18903	0.995965888514273	1	0.922150220395834	PPARGC1A/ADH5/GHITM/SDHA/MYBBP1A/DMGDH/SLC25A22/IMMP2L/ALDH4A1/CYP19A1	10
BP	GO:0070646	protein modification by small protein removal	10/2112	176/18903	0.995965888514273	1	0.922150220395834	USP35/TADA2B/USP30/TRRAP/SUPT3H/USP2/GPS1/USP24/USP20/OTUD6B	10
BP	GO:0034314	Arp2/3 complex-mediated actin nucleation	1/2112	47/18903	0.996211000653598	1	0.922150220395834	IQGAP2	1
BP	GO:0000082	G1/S transition of mitotic cell cycle	16/2112	250/18903	0.996391041604348	1	0.922150220395834	SMARCE1/SMARCA2/CTDSPL/EGFR/SMARCC2/MDM2/ACTB/LATS2/E2F1/GJC2/CDKN2D/GFI1B/GFI1/SMARCD3/PIM2/PLK5	16
BP	GO:0048538	thymus development	1/2112	48/18903	0.996635394301222	1	0.922150220395834	SHH	1
BP	GO:0006903	vesicle targeting	2/2112	67/18903	0.996672753176849	1	0.922150220395834	TRIP11/MAPK15	2
BP	GO:0050871	positive regulation of B cell activation	8/2112	155/18903	0.997087049819691	1	0.922150220395834	BMI1/TGFB1/SASH3/WNT3A/CD40/TNFRSF4/ADA/IGLL5	8
BP	GO:0044774	mitotic DNA integrity checkpoint signaling	3/2112	85/18903	0.997159369617872	1	0.922150220395834	MDM2/BRSK1/DONSON	3
BP	GO:0002377	immunoglobulin production	13/2112	219/18903	0.997341383589987	1	0.922150220395834	TMBIM6/STX4/HLA-DOA/MSH3/IL4R/TGFB1/IL27RA/TRAF2/SASH3/PKN1/CD40/TNFRSF4/SUPT6H	13
BP	GO:0000959	mitochondrial RNA metabolic process	1/2112	50/18903	0.997346954174548	1	0.922150220395834	PUS1	1
BP	GO:0006910	phagocytosis, recognition	4/2112	103/18903	0.997792421587294	1	0.922150220395834	ADGRB1/FCN1/IGLL5/C4BPB	4
BP	GO:0050830	defense response to Gram-positive bacterium	5/2112	118/18903	0.997864463600602	1	0.922150220395834	HMGB2/DEFB1/CARD9/IL27RA/LYZ	5
BP	GO:0006626	protein targeting to mitochondrion	4/2112	104/18903	0.997986779956166	1	0.922150220395834	HUWE1/MICALL2/IMMP2L/RAC2	4
BP	GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	1/2112	53/18903	0.998142457244111	1	0.922150220395834	NBAS	1
BP	GO:0006959	humoral immune response	21/2112	320/18903	0.998208850455975	1	0.922150220395834	CD59/BMI1/DEFB1/A2M/POU2F2/CXCL14/PDCD1/CXCL2/C7/EBI3/RPS19/RBPJ/PPBP/FCN1/IGLL5/C4BPB/C6/C5/PF4/CR2/LYZ	21
BP	GO:0002067	glandular epithelial cell differentiation	2/2112	73/18903	0.998239040780555	1	0.922150220395834	CDH2/FASN	2
BP	GO:0000077	DNA damage checkpoint signaling	5/2112	121/18903	0.998358739395221	1	0.922150220395834	MDM2/TELO2/BRSK1/E2F1/DONSON	5
BP	GO:0051607	defense response to virus	19/2112	304/18903	0.998847549899393	1	0.922150220395834	PUM1/TRIM41/ZCCHC3/ATG12/APOBEC3F/TRIM56/CARD9/MIR26B/IRF3/POLR3B/LILRB1/IRF7/CD40/ADARB1/APOBEC3D/POLR3A/IL27/TLR8/NLRC5	19
BP	GO:0140546	defense response to symbiont	19/2112	305/18903	0.998916283476597	1	0.922150220395834	PUM1/TRIM41/ZCCHC3/ATG12/APOBEC3F/TRIM56/CARD9/MIR26B/IRF3/POLR3B/LILRB1/IRF7/CD40/ADARB1/APOBEC3D/POLR3A/IL27/TLR8/NLRC5	19
BP	GO:1900407	regulation of cellular response to oxidative stress	3/2112	95/18903	0.998939930700461	1	0.922150220395834	GATA4/FYN/NOX1	3
BP	GO:0006457	protein folding	12/2112	223/18903	0.999143655973558	1	0.922150220395834	HSPA9/ANP32E/UMOD/CALR/FKBP5/ATF6/CCT8L2/TOR2A/RIC3/CALR3/HSPA6/HSPB6	12
BP	GO:0036473	cell death in response to oxidative stress	3/2112	100/18903	0.999357259103948	1	0.922150220395834	GATA4/FYN/NOX1	3
BP	GO:0002181	cytoplasmic translation	7/2112	161/18903	0.999389447431722	1	0.922150220395834	HNRNPD/HNRNPU/EIF3J/YBX3/RPS19/RPS2/RPL41	7
BP	GO:0019731	antibacterial humoral response	1/2112	63/18903	0.999434112577361	1	0.922150220395834	DEFB1	1
BP	GO:0071806	protein transmembrane transport	1/2112	64/18903	0.999497549638752	1	0.922150220395834	EDNRB	1
BP	GO:1902882	regulation of response to oxidative stress	3/2112	104/18903	0.999570655264836	1	0.922150220395834	GATA4/FYN/NOX1	3
BP	GO:0006399	tRNA metabolic process	9/2112	195/18903	0.999637493434917	1	0.922150220395834	RPPH1/TRMT1/THADA/PUS1/LRRC47/GTPBP3/CTU2/TYW3/TSEN54	9
BP	GO:0042776	proton motive force-driven mitochondrial ATP synthesis	1/2112	67/18903	0.999648305916632	1	0.922150220395834	SDHA	1
BP	GO:0006119	oxidative phosphorylation	5/2112	147/18903	0.999845628646626	1	0.922150220395834	GHITM/SDHA/AK4/COX6B2/ACTN3	5
BP	GO:0015986	proton motive force-driven ATP synthesis	1/2112	76/18903	0.999879434375311	1	0.922150220395834	SDHA	1
BP	GO:0042773	ATP synthesis coupled electron transport	2/2112	101/18903	0.999915329740406	1	0.922150220395834	GHITM/SDHA	2
BP	GO:0042775	mitochondrial ATP synthesis coupled electron transport	2/2112	101/18903	0.999915329740406	1	0.922150220395834	GHITM/SDHA	2
BP	GO:0019646	aerobic electron transport chain	1/2112	93/18903	0.999984064846568	1	0.922150220395834	SDHA	1
BP	GO:0042742	defense response to bacterium	20/2112	382/18903	0.999985259754849	1	0.922150220395834	HMGB2/DEFB1/UMOD/SPN/ADGRB1/CARD9/SERPINE1/AQP1/IL27RA/EPX/LYPD8/CLEC4D/RPS19/RBPJ/PPBP/VGF/EMILIN1/IGLL5/LYZ/LCN2	20
BP	GO:0033108	mitochondrial respiratory chain complex assembly	1/2112	99/18903	0.999992202302145	1	0.922150220395834	IMMP2L	1
BP	GO:0032543	mitochondrial translation	2/2112	131/18903	0.999996977019342	1	0.922150220395834	TUFM/GFM2	2
BP	GO:0140053	mitochondrial gene expression	3/2112	163/18903	0.999999119272485	1	0.922150220395834	TUFM/PUS1/GFM2	3
BP	GO:0007608	sensory perception of smell	1/2112	457/18903	1	1	0.922150220395834	NAV2	1
BP	GO:0050907	detection of chemical stimulus involved in sensory perception	4/2112	477/18903	1	1	0.922150220395834	PLCB2/TAS1R3/PKD1L3/TRPA1	4
CC	GO:0043292	contractile fiber	63/2193	242/19869	4.72059502386936e-11	1.71577921350867e-08	1.46808777817509e-08	DST/SYNE2/FLNB/VCL/SYNE1/TNNT2/NPNT/ANK3/STK11/SPTBN1/AHNAK/STUB1/ENO1/ACTN4/DEK/SLC8A1/KCNE1/FHOD3/GGPS1/TNNI3/ARHGEF25/PDE4DIP/PDLIM4/ANK2/SCN3B/SORBS2/MYBPHL/TTN/MYH2/TNNT1/MYL1/TNNI2/TNNT3/TNNC2/ACTA1/MYL2/MYH7/MYOT/TNNC1/MYH3/TMOD4/ACTN3/CSRP3/ADPRHL1/JPH2/CAV3/TCAP/LMOD2/FBP2/MYLK2/FHL3/TPM3/SMTNL1/TPM2/ANKRD23/PDLIM7/ABRA/NEXN/RYR2/MYOZ3/DES/IGFN1/RYR3	63
CC	GO:0030017	sarcomere	58/2193	214/19869	4.90222632431048e-11	1.71577921350867e-08	1.46808777817509e-08	DST/SYNE2/FLNB/SYNE1/TNNT2/ANK3/STK11/SPTBN1/STUB1/ENO1/ACTN4/SLC8A1/KCNE1/FHOD3/GGPS1/TNNI3/ARHGEF25/PDLIM4/ANK2/SCN3B/SORBS2/MYBPHL/TTN/MYH2/TNNT1/MYL1/TNNI2/TNNT3/TNNC2/ACTA1/MYL2/MYH7/MYOT/TNNC1/MYH3/TMOD4/ACTN3/CSRP3/ADPRHL1/JPH2/CAV3/TCAP/LMOD2/FBP2/MYLK2/FHL3/TPM3/SMTNL1/TPM2/ANKRD23/PDLIM7/ABRA/NEXN/RYR2/MYOZ3/DES/IGFN1/RYR3	58
CC	GO:0030016	myofibril	61/2193	233/19869	7.43555241837096e-11	1.73496223095322e-08	1.48450151791336e-08	DST/SYNE2/FLNB/VCL/SYNE1/TNNT2/ANK3/STK11/SPTBN1/AHNAK/STUB1/ENO1/ACTN4/SLC8A1/KCNE1/FHOD3/GGPS1/TNNI3/ARHGEF25/PDE4DIP/PDLIM4/ANK2/SCN3B/SORBS2/MYBPHL/TTN/MYH2/TNNT1/MYL1/TNNI2/TNNT3/TNNC2/ACTA1/MYL2/MYH7/MYOT/TNNC1/MYH3/TMOD4/ACTN3/CSRP3/ADPRHL1/JPH2/CAV3/TCAP/LMOD2/FBP2/MYLK2/FHL3/TPM3/SMTNL1/TPM2/ANKRD23/PDLIM7/ABRA/NEXN/RYR2/MYOZ3/DES/IGFN1/RYR3	61
CC	GO:0098984	neuron to neuron synapse	76/2193	351/19869	5.49275736893886e-09	9.61232539564301e-07	8.22468142875319e-07	AKAP9/ERBB4/PKP4/ATP1A1/SPTBN1/MPDZ/LZTS3/ADGRB1/NTRK2/PLEKHA5/SLC8A1/RUSC1/GIT1/SEMA4C/EPS8/CDH2/SYT12/SHANK2/SRCIN1/ITPR1/PRRT1/DBN1/SYNGAP1/MAPK8IP2/LRFN1/RTN4/PTPRD/SAMD14/SIPA1L1/ADORA2A/HOMER3/SHISA8/CALB1/PALM/PRRT2/PPP1R9A/LRFN4/DNM3/P2RX3/ARRB2/PRR7/PPP1R9B/KLHL17/RAPGEF4/ARHGAP32/CTNND1/OPRD1/EPHA7/ADRA2A/ABHD17A/NTSR1/FYN/RPS19/CACNG4/SLC30A3/PTPRO/NEURL1/KALRN/GPHN/PCLO/PSD3/TNIK/GRID2/MAGI2/ANKS1B/GRIN3A/GRM1/SRGAP2/RGS7BP/DCC/DLG2/LRRC4C/SYT1/SLC4A8/SORCS3/CHRM2	76
CC	GO:0032279	asymmetric synapse	68/2193	327/19869	1.76792980940118e-07	2.47510173316166e-05	2.11779381378794e-05	AKAP9/ERBB4/PKP4/ATP1A1/SPTBN1/MPDZ/LZTS3/ADGRB1/NTRK2/PLEKHA5/SLC8A1/RUSC1/GIT1/SEMA4C/EPS8/CDH2/SHANK2/SRCIN1/ITPR1/PRRT1/DBN1/SYNGAP1/MAPK8IP2/LRFN1/RTN4/SAMD14/SIPA1L1/ADORA2A/HOMER3/SHISA8/PALM/PRRT2/PPP1R9A/LRFN4/DNM3/ARRB2/PRR7/PPP1R9B/KLHL17/ARHGAP32/CTNND1/OPRD1/EPHA7/ADRA2A/ABHD17A/FYN/RPS19/CACNG4/PTPRO/NEURL1/KALRN/GPHN/PCLO/PSD3/TNIK/GRID2/MAGI2/ANKS1B/GRIN3A/GRM1/SRGAP2/RGS7BP/DCC/DLG2/LRRC4C/SLC4A8/SORCS3/CHRM2	68
CC	GO:0005865	striated muscle thin filament	12/2193	21/19869	3.58297482637516e-07	4.1086408193303e-05	3.51551372360743e-05	TNNT2/TNNI3/TNNT1/TNNI2/TNNT3/TNNC2/ACTA1/TNNC1/TMOD4/LMOD2/TPM3/TPM2	12
CC	GO:0014069	postsynaptic density	66/2193	321/19869	4.1086408193303e-07	4.1086408193303e-05	3.51551372360743e-05	AKAP9/ERBB4/PKP4/ATP1A1/SPTBN1/MPDZ/LZTS3/ADGRB1/NTRK2/PLEKHA5/SLC8A1/RUSC1/GIT1/SEMA4C/EPS8/CDH2/SHANK2/SRCIN1/ITPR1/PRRT1/DBN1/SYNGAP1/MAPK8IP2/LRFN1/RTN4/SAMD14/SIPA1L1/ADORA2A/HOMER3/SHISA8/PALM/PRRT2/PPP1R9A/LRFN4/DNM3/ARRB2/PRR7/PPP1R9B/KLHL17/ARHGAP32/CTNND1/OPRD1/EPHA7/ADRA2A/ABHD17A/FYN/RPS19/CACNG4/PTPRO/NEURL1/KALRN/GPHN/PCLO/PSD3/TNIK/GRID2/MAGI2/ANKS1B/GRIN3A/GRM1/SRGAP2/RGS7BP/DCC/DLG2/LRRC4C/SORCS3	66
CC	GO:0036379	myofilament	13/2193	25/19869	5.02245997074602e-07	4.39465247440277e-05	3.76023647809801e-05	TNNT2/TNNI3/MYBPHL/TNNT1/TNNI2/TNNT3/TNNC2/ACTA1/TNNC1/TMOD4/LMOD2/TPM3/TPM2	13
CC	GO:0005938	cell cortex	64/2193	312/19869	6.66722001876742e-07	5.18561557015244e-05	4.43701542769434e-05	DYNC1H1/DST/FLNB/MYO6/AKAP13/MYO10/ITPR2/WDR1/MYH9/MYO1E/PARD3/SPTBN1/FER/SPTAN1/TRAK1/NEDD9/RHOB/TNFAIP2/ENO1/ACTN4/EXOC3L2/PRKCB/MPP7/SNX9/FNBP1/PARD6B/FMNL1/EPS8/RASAL3/EZR/CDH2/ACTB/NUMA1/PDZD4/DBN1/KIAA1614/AXIN1/TLE6/SAPCD2/TRAF2/CALB1/CORO1A/PPP1R9A/ENO2/ARF6/PPP1R9B/POTEF/MPP1/UNC13B/RND1/ARHGAP32/FGF1/CTNND1/HMCN1/NCL/MYO5B/RAC2/PARD3B/PCLO/FABP1/ACTN3/SPTA1/RIMS2/MICAL3	64
CC	GO:0045177	apical part of cell	82/2193	435/19869	8.04713519879617e-07	5.63299463915732e-05	4.81981045064739e-05	DYNC2H1/RAPGEF2/ABCC4/NUMB/PKHD1/CLCN3/CLCN5/TEK/AHCYL1/FAT1/ATP1B1/SLC4A7/ATP1A1/PARD3/LMO7/MPDZ/SLC3A1/UMOD/JAG1/PODXL/ADGRF5/PDE4D/PARD6B/ABCB1/KCNE1/PDGFRB/EZR/CDH2/SHANK2/SLC22A2/PDZK1/SLC16A8/VCAM1/AQP1/KIAA1614/PFKM/SAPCD2/PLD1/LRP2/SLC12A1/KL/ANK2/DSTYK/CUBN/SLC7A5/PDZK1P1/SLC47A1/SLC16A1/AQP8/CFTR/AKR1A1/SLC34A1/SLC22A5/CTSB/DPEP1/P2RY6/PTPRO/SLC12A3/SORBS2/SLC22A12/ENPEP/SLC6A19/MYO5B/DPP4/SLC22A8/PTH1R/ABCC2/PARD3B/FABP1/CLCA4/TNIK/MGAM/LGMN/SLC17A4/GPIHBP1/ENPP3/LDLR/FXYD1/TRPM6/SLC7A8/USH2A/MUC13	82
CC	GO:0016324	apical plasma membrane	72/2193	368/19869	9.05728053834624e-07	5.7637239789476e-05	4.93166758499427e-05	RAPGEF2/ABCC4/PKHD1/CLCN3/TEK/AHCYL1/FAT1/ATP1B1/SLC4A7/ATP1A1/PARD3/LMO7/MPDZ/SLC3A1/UMOD/JAG1/PODXL/PDE4D/PARD6B/ABCB1/KCNE1/PDGFRB/EZR/CDH2/SHANK2/SLC22A2/PDZK1/SLC16A8/AQP1/KIAA1614/PFKM/SAPCD2/PLD1/LRP2/SLC12A1/KL/ANK2/DSTYK/CUBN/SLC7A5/PDZK1P1/SLC47A1/SLC16A1/CFTR/AKR1A1/SLC34A1/SLC22A5/CTSB/DPEP1/P2RY6/PTPRO/SLC12A3/SORBS2/SLC22A12/ENPEP/SLC6A19/DPP4/SLC22A8/PTH1R/ABCC2/PARD3B/CLCA4/TNIK/MGAM/SLC17A4/GPIHBP1/ENPP3/FXYD1/TRPM6/SLC7A8/USH2A/MUC13	72
CC	GO:0099572	postsynaptic specialization	68/2193	342/19869	9.92102725050093e-07	5.78726589612554e-05	4.95181096976757e-05	AKAP9/ERBB4/PKP4/ATP1A1/SPTBN1/MPDZ/LZTS3/ADGRB1/GABRA3/NTRK2/PLEKHA5/SLC8A1/RUSC1/GIT1/SEMA4C/EPS8/CDH2/SHANK2/SRCIN1/ITPR1/PRRT1/DBN1/SYNGAP1/MAPK8IP2/LRFN1/RTN4/SAMD14/SIPA1L1/ADORA2A/HOMER3/SHISA8/PALM/PRRT2/PPP1R9A/LRFN4/DNM3/ARRB2/PRR7/PPP1R9B/KLHL17/ARHGAP32/CTNND1/OPRD1/EPHA7/ADRA2A/ABHD17A/FYN/RPS19/CACNG4/PTPRO/NEURL1/KALRN/GPHN/PCLO/PSD3/TNIK/GRID2/MAGI2/ANKS1B/GRIN3A/GRM1/SRGAP2/RAPSN/RGS7BP/DCC/DLG2/LRRC4C/SORCS3	68
CC	GO:0005912	adherens junction	41/2193	179/19869	4.00822538420573e-06	0.000215827520688001	0.000184670465069883	CTNNA1/VCL/TNK2/MYH9/EPB41L5/ARHGAP24/MYO1E/PKP4/PARD3/CNN3/FRMD4B/LIMD1/CD99L2/MPP7/JAG1/WTIP/DSC2/SMAD7/CDH22/KRT18/EZR/CDH2/ACTB/NDRG1/PLEKHA7/CDH11/PDLIM4/CCDC85B/PPP1R9B/RND1/CTNND1/HMCN1/TSPAN33/PKP2/PARD3B/ADAM15/MPP4/MAGI1/PDLIM7/NEXN/DLG2	41
CC	GO:0045211	postsynaptic membrane	55/2193	269/19869	4.38825735146093e-06	0.000219412867573047	0.000187738228043705	AKAP9/CLCN3/ERBB4/SYNE1/FARP1/ANK3/GABRA3/SLC8A1/GABBR1/SEMA4C/P2RX1/CDH2/SHANK2/CHRNG/KCNA3/PRRT1/DBN1/LRFN1/TMUB1/ADORA2A/SHISA8/KCNJ4/PRRT2/HTR3A/LRFN4/PDLIM4/DNM3/ANK2/ARRB2/PRR7/CHRNA7/OPRD1/EPHA7/ADRA2A/ABHD17A/CSPG5/CACNG4/PTPRO/PCDH17/CHRM4/GPHN/GRID2/CNTN1/GRIK1/GRIN3A/GRM1/SRGAP2/RAPSN/GRIA3/RGS7BP/DCC/DLG2/LRRC4C/SORCS3/CHRM2	55
CC	GO:0030018	Z disc	32/2193	130/19869	9.33703151348773e-06	0.000435728137296094	0.000372826030257861	DST/SYNE2/FLNB/ANK3/STK11/STUB1/ACTN4/SLC8A1/KCNE1/FHOD3/GGPS1/PDLIM4/ANK2/SCN3B/SORBS2/TTN/MYH7/MYOT/ACTN3/CSRP3/JPH2/CAV3/TCAP/FBP2/FHL3/PDLIM7/NEXN/RYR2/MYOZ3/DES/IGFN1/RYR3	32
CC	GO:0031252	cell leading edge	76/2193	421/19869	1.03172157266545e-05	0.000451378188041133	0.000386216825557	ABLIM1/DST/SYNE2/MACF1/CTNNA1/MYO6/PTPN13/MYO10/APBB2/CLCN3/MYH9/EPB41L5/FAT1/AAK1/SPTBN1/FER/CDC42BPA/FRMD4B/NEDD9/ENAH/RAB13/GABRA3/EGFR/SNX9/PODXL/GABBR1/ARPIN/GIT1/STX4/KANK1/PLEKHO1/EPS8/TLN2/SH2D3C/EZR/CDH2/PTK6/ACTB/SRCIN1/CD177/DBN1/PSTPIP1/PTPRJ/EPS8L1/ADORA2A/STX2/SHISA8/MYO1G/CORO1A/PDLIM4/RAB5A/ARF6/PPP1R9B/SPATA13/MYO5A/LAMP5/PLCG2/CTNND1/OPRD1/IQGAP2/PLCE1/PTPRO/SORBS2/ADGRV1/RAC2/DPP4/EVL/FGD5/EPB41L3/PSD3/ACTA1/ROBO2/UNC5C/SRGAP2/PDLIM7/USH2A	76
CC	GO:0031674	I band	34/2193	143/19869	1.11440251178248e-05	0.00045887162249867	0.000392628501055253	DST/SYNE2/FLNB/ANK3/STK11/STUB1/ACTN4/SLC8A1/KCNE1/FHOD3/GGPS1/PDLIM4/ANK2/SCN3B/SORBS2/TTN/MYH7/MYOT/ACTN3/CSRP3/JPH2/CAV3/TCAP/FBP2/FHL3/SMTNL1/ANKRD23/PDLIM7/NEXN/RYR2/MYOZ3/DES/IGFN1/RYR3	34
CC	GO:0098858	actin-based cell projection	46/2193	223/19869	2.03454612805608e-05	0.00079121238313292	0.000676992249628017	DYNC1H1/SYNE2/MYO6/MYO10/TEK/MYO1E/FAT1/SLC4A7/FARP1/ENAH/SPN/PODXL/DEF6/EPS8/EZR/SRCIN1/PDZK1/VCAM1/ADCY6/TGFB1/ESPNL/CALB1/MYO1G/PALM/CDC14A/PPP1R9A/HLA-G/CUBN/ARF6/TTYH1/ANKS4B/DOCK4/PPP1R9B/SLC7A5/SPATA13/MPP1/MYO5A/IQGAP2/DPEP1/ADGRV1/PCDH15/ACTA1/UNC5C/STRC/SLC7A8/USH2A	46
CC	GO:0042383	sarcolemma	32/2193	136/19869	2.49458295606741e-05	0.000919056878551152	0.000786380998339256	COL6A1/VCL/ATP1B1/ATP1A1/ANK3/AHNAK/SLC8A1/BSG/LAMP1/CDH2/LAMA2/VCAM1/AQP1/TGFB3/ANK2/GHRHR/COL6A2/CACNG4/MYOT/SLC8B1/SCN1B/KCNJ11/CAV3/FXYD1/TRIM72/COL6A3/SGCA/RYR2/DES/RYR3/SLC2A4/CACNG1	32
CC	GO:0097060	synaptic membrane	68/2193	378/19869	3.30810713911938e-05	0.00115783749869178	0.000990691032715225	AKAP9/CLCN3/ERBB4/SYNE1/FARP1/ANK3/GABRA3/SLC8A1/GABBR1/STX4/SEMA4C/P2RX1/CDH2/SHANK2/CHRNG/KCNA3/PRRT1/DBN1/LRFN1/PTPRD/TMUB1/ADORA2A/STX2/SHISA8/KCNJ4/PRRT2/HTR3A/LRFN4/PDLIM4/DNM3/P2RX3/ANK2/ARRB2/ENO2/PRR7/CHRNA7/PPP1R9B/TMEM240/UNC13B/ITSN2/OPRD1/EPHA7/ADRA2A/ABHD17A/CSPG5/CACNG4/PTPRO/PCDH17/CHRM4/GPHN/GRID2/CNTN1/GRIK1/GRIN3A/GRM1/SRGAP2/RIMS2/RAPSN/GRIA3/RGS7BP/DCC/CNTN5/DLG2/LRRC4C/SYT1/SLC4A8/SORCS3/CHRM2	68
CC	GO:0015030	Cajal body	22/2193	81/19869	4.56810852151124e-05	0.00152156176143585	0.00130190773271729	SCARNA10/SCARNA22/SCARNA20/ARIH1/SNORA38B/SART1/SCARNA4/SCARNA5/SCARNA17/SCARNA8/SCARNA23/SCARNA3/SCARNA11/XPO1/SRRM2/SNORA38/FBL/SCARNA15/WRAP53/NOLC1/ANKS1B/HSPB7	22
CC	GO:0045121	membrane raft	60/2193	326/19869	4.78205125022695e-05	0.00152156176143585	0.00130190773271729	CTNNA1/TEK/ATP1B1/ATP1A1/PRKAR1A/IL6ST/AHNAK/UNC5B/LDHB/MS4A4A/EGFR/PODXL/BSG/GABBR1/LAT/KCNE1/TRADD/P2RX1/EZR/CDH2/CBLB/CLIP3/IRS1/NFAM1/KCNA3/PDZK1/ZAP70/CD177/TRAF2/SHH/RAB5A/P2RX3/ANK2/SMPD2/ENO2/CHRNA7/MME/LAT2/ARID3C/SLC22A6/ARID3A/OPRD1/SLC34A1/KDR/NTSR1/TNFRSF1B/FYN/EDNRB/DPP4/STOML3/GNAI2/CNTN1/CAV3/FXYD1/LIPE/RGS19/SGCA/TEX101/HMOX1/SLC2A4	60
CC	GO:0098857	membrane microdomain	60/2193	327/19869	5.23859228809308e-05	0.00159435417463702	0.00136419176747138	CTNNA1/TEK/ATP1B1/ATP1A1/PRKAR1A/IL6ST/AHNAK/UNC5B/LDHB/MS4A4A/EGFR/PODXL/BSG/GABBR1/LAT/KCNE1/TRADD/P2RX1/EZR/CDH2/CBLB/CLIP3/IRS1/NFAM1/KCNA3/PDZK1/ZAP70/CD177/TRAF2/SHH/RAB5A/P2RX3/ANK2/SMPD2/ENO2/CHRNA7/MME/LAT2/ARID3C/SLC22A6/ARID3A/OPRD1/SLC34A1/KDR/NTSR1/TNFRSF1B/FYN/EDNRB/DPP4/STOML3/GNAI2/CNTN1/CAV3/FXYD1/LIPE/RGS19/SGCA/TEX101/HMOX1/SLC2A4	60
CC	GO:0016323	basolateral plasma membrane	45/2193	229/19869	8.50109710428934e-05	0.00247948665541773	0.00212154572471081	ABCC4/NUMB/ERBB4/TEK/ATP1B1/SLC4A7/ATP1A1/ANK3/CA11/UMOD/EGFR/BSG/SLC16A7/STX4/EZR/CDH2/ALPK2/SLC16A8/AQP1/STX2/KCNJ4/PALM/CALHM1/ANK2/DSTYK/ARRB2/MEGF11/SLC7A5/SLC47A1/SLC7A7/SLC16A1/SLC22A6/SLC13A3/ADRA2A/SLC6A13/P2RY6/SLC4A4/SLC22A8/PTH1R/MAP7/GPIHBP1/LDLR/CDH17/SLC7A8/DLG2	45
CC	GO:0098862	cluster of actin-based cell projections	34/2193	159/19869	0.000111766359138946	0.0031294580558905	0.00267768666737097	FLNB/MYH9/MYO1E/SLC4A7/SLC3A1/EPS8/EZR/SHANK2/PDZK1/RALGDS/ADCY6/AQP1/ESPNL/CALB1/LRP2/CDC14A/CUBN/ANKS4B/DOCK4/MME/MPP1/SLC34A1/SLC22A5/SLC22A12/ENPEP/ADGRV1/SLC6A19/PCDH15/ACTN3/STRC/TRPA1/TRPM6/RGS19/USH2A	34
