ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	adj.P.Val	P.Value	t	B	logFC	
220063_at	1.48E-01	4.39E-02	2.081074	-4.244622	0.13734893	GSTCD	1.48E-01	4.39E-02	2.081074	-4.244622	0.13734893	up
216648_s_at	1.49E-01	4.40E-02	2.0801821	-4.246272	0.164138	RREB1	1.49E-01	4.40E-02	2.0801821	-4.246272	0.164138	up
1564642_at	1.49E-01	4.40E-02	2.0801715	-4.246292	0.12283584	RUNX1T1	1.49E-01	4.40E-02	2.0801715	-4.246292	0.12283584	up
210067_at	1.49E-01	4.40E-02	-2.0801713	-4.246292	-0.09677024	AQP4	1.49E-01	4.40E-02	-2.0801713	-4.246292	-0.09677024	down
206469_x_at	1.49E-01	4.40E-02	-2.0800656	-4.246488	-0.44930604	AKR7A3	1.49E-01	4.40E-02	-2.0800656	-4.246488	-0.44930604	down
211063_s_at	1.49E-01	4.40E-02	2.0797126	-4.24714	0.38882294	NCK1	1.49E-01	4.40E-02	2.0797126	-4.24714	0.38882294	up
202803_s_at	1.49E-01	4.41E-02	2.0794977	-4.247538	0.76914201	ITGB2	1.49E-01	4.41E-02	2.0794977	-4.247538	0.76914201	up
208294_x_at	1.49E-01	4.41E-02	2.0794949	-4.247543	0.18179417	CSHL1	1.49E-01	4.41E-02	2.0794949	-4.247543	0.18179417	up
204863_s_at	1.49E-01	4.41E-02	2.0793691	-4.247775	0.5021307	IL6ST	1.49E-01	4.41E-02	2.0793691	-4.247775	0.5021307	up
222388_s_at	1.49E-01	4.41E-02	2.0793446	-4.247821	0.18169791	VPS35	1.49E-01	4.41E-02	2.0793446	-4.247821	0.18169791	up
1564783_x_at	1.49E-01	4.41E-02	2.0789762	-4.248502	0.17480612	OFCC1	1.49E-01	4.41E-02	2.0789762	-4.248502	0.17480612	up
1553058_at	1.49E-01	4.41E-02	2.078826	-4.248779	0.17451688	GIPC3	1.49E-01	4.41E-02	2.078826	-4.248779	0.17451688	up
212790_x_at	1.49E-01	4.42E-02	2.0785728	-4.249247	0.15533673	RPL13AP5///SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A	1.49E-01	4.42E-02	2.0785728	-4.249247	0.15533673	up
1564373_a_at	1.49E-01	4.42E-02	2.0784549	-4.249465	0.14573047	LOC283887	1.49E-01	4.42E-02	2.0784549	-4.249465	0.14573047	up
203363_s_at	1.49E-01	4.42E-02	2.0776223	-4.251004	0.21432982	ATG13	1.49E-01	4.42E-02	2.0776223	-4.251004	0.21432982	up
222789_at	1.49E-01	4.43E-02	-2.0775613	-4.251116	-0.26379948	RSBN1	1.49E-01	4.43E-02	-2.0775613	-4.251116	-0.26379948	down
227441_s_at	1.49E-01	4.43E-02	-2.0774157	-4.251385	-0.35550492	ANKS1B	1.49E-01	4.43E-02	-2.0774157	-4.251385	-0.35550492	down
230204_at	1.49E-01	4.43E-02	2.0774106	-4.251395	0.15934602	HAPLN1	1.49E-01	4.43E-02	2.0774106	-4.251395	0.15934602	up
202716_at	1.49E-01	4.43E-02	2.0773658	-4.251478	0.33202314	PTPN1	1.49E-01	4.43E-02	2.0773658	-4.251478	0.33202314	up
219827_at	1.49E-01	4.44E-02	2.0762974	-4.253451	0.17719993	UCP3	1.49E-01	4.44E-02	2.0762974	-4.253451	0.17719993	up
201128_s_at	1.49E-01	4.44E-02	2.0762852	-4.253474	0.24205135	ACLY	1.49E-01	4.44E-02	2.0762852	-4.253474	0.24205135	up
207130_at	1.49E-01	4.44E-02	-2.0761987	-4.253633	-0.24854208	ZMYND8	1.49E-01	4.44E-02	-2.0761987	-4.253633	-0.24854208	down
205314_x_at	1.49E-01	4.44E-02	-2.0760914	-4.253831	-0.19450637	SNTB2	1.49E-01	4.44E-02	-2.0760914	-4.253831	-0.19450637	down
239681_at	1.49E-01	4.44E-02	2.0759793	-4.254038	0.16125875	TEPSIN	1.49E-01	4.44E-02	2.0759793	-4.254038	0.16125875	up
201333_s_at	1.49E-01	4.44E-02	2.0758014	-4.254367	0.15876968	ARHGEF12	1.49E-01	4.44E-02	2.0758014	-4.254367	0.15876968	up
1559977_a_at	1.49E-01	4.44E-02	-2.0757647	-4.254435	-0.51211051	SLC25A34	1.49E-01	4.44E-02	-2.0757647	-4.254435	-0.51211051	down
243617_at	1.49E-01	4.45E-02	-2.0754733	-4.254973	-0.20927792	ZNF827	1.49E-01	4.45E-02	-2.0754733	-4.254973	-0.20927792	down
212276_at	1.50E-01	4.45E-02	-2.074585	-4.256612	-0.22813838	LPIN1	1.50E-01	4.45E-02	-2.074585	-4.256612	-0.22813838	down
214134_at	1.50E-01	4.47E-02	2.0731154	-4.259323	0.19006684	KIAA1211L	1.50E-01	4.47E-02	2.0731154	-4.259323	0.19006684	up
236823_at	1.50E-01	4.47E-02	2.0726876	-4.260112	0.11767926	IDS	1.50E-01	4.47E-02	2.0726876	-4.260112	0.11767926	up
1570030_at	1.50E-01	4.48E-02	2.0717761	-4.261793	0.09077705	ZNF396	1.50E-01	4.48E-02	2.0717761	-4.261793	0.09077705	up
229810_at	1.50E-01	4.48E-02	-2.0716881	-4.261955	-0.3440943	RSPH3	1.50E-01	4.48E-02	-2.0716881	-4.261955	-0.3440943	down
205229_s_at	1.50E-01	4.48E-02	-2.0715174	-4.26227	-0.46161407	COCH	1.50E-01	4.48E-02	-2.0715174	-4.26227	-0.46161407	down
227527_at	1.50E-01	4.48E-02	-2.0714911	-4.262318	-0.40974317	KMT2D	1.50E-01	4.48E-02	-2.0714911	-4.262318	-0.40974317	down
1558044_s_at	1.51E-01	4.49E-02	-2.0708642	-4.263474	-0.1670557	EXOSC6	1.51E-01	4.49E-02	-2.0708642	-4.263474	-0.1670557	down
214528_s_at	1.51E-01	4.49E-02	2.0706842	-4.263805	0.44120257	PAX8	1.51E-01	4.49E-02	2.0706842	-4.263805	0.44120257	up
232467_at	1.51E-01	4.50E-02	2.0703919	-4.264344	0.19294063	KIRREL	1.51E-01	4.50E-02	2.0703919	-4.264344	0.19294063	up
1555308_at	1.51E-01	4.50E-02	2.0703546	-4.264413	0.16372792	CARD14	1.51E-01	4.50E-02	2.0703546	-4.264413	0.16372792	up
207348_s_at	1.51E-01	4.50E-02	2.0702068	-4.264685	0.19226192	LIG3	1.51E-01	4.50E-02	2.0702068	-4.264685	0.19226192	up
202498_s_at	1.51E-01	4.50E-02	2.0699939	-4.265077	0.15952835	SLC2A3	1.51E-01	4.50E-02	2.0699939	-4.265077	0.15952835	up
215551_at	1.51E-01	4.50E-02	2.0698335	-4.265372	0.09706717	ESR1	1.51E-01	4.50E-02	2.0698335	-4.265372	0.09706717	up
235179_at	1.51E-01	4.50E-02	2.0695672	-4.265863	0.22181494	ZNF641	1.51E-01	4.50E-02	2.0695672	-4.265863	0.22181494	up
208643_s_at	1.51E-01	4.50E-02	2.0695579	-4.26588	0.1929118	XRCC5	1.51E-01	4.50E-02	2.0695579	-4.26588	0.1929118	up
226234_at	1.51E-01	4.51E-02	2.0691483	-4.266635	0.21111124	GDF11	1.51E-01	4.51E-02	2.0691483	-4.266635	0.21111124	up
225782_at	1.51E-01	4.51E-02	-2.069108	-4.266709	-0.43092694	MSRB3	1.51E-01	4.51E-02	-2.069108	-4.266709	-0.43092694	down
225401_at	1.51E-01	4.51E-02	-2.0690998	-4.266724	-0.31869257	GLMP	1.51E-01	4.51E-02	-2.0690998	-4.266724	-0.31869257	down
217845_x_at	1.51E-01	4.51E-02	2.0688993	-4.267093	0.18866754	HIGD1A	1.51E-01	4.51E-02	2.0688993	-4.267093	0.18866754	up
221536_s_at	1.51E-01	4.52E-02	-2.0673812	-4.269888	-0.26447496	LSG1	1.51E-01	4.52E-02	-2.0673812	-4.269888	-0.26447496	down
218687_s_at	1.51E-01	4.53E-02	2.0665188	-4.271474	0.40151866	MUC13	1.51E-01	4.53E-02	2.0665188	-4.271474	0.40151866	up
1559624_at	1.51E-01	4.54E-02	2.066354	-4.271778	0.12460224	STK32A	1.51E-01	4.54E-02	2.066354	-4.271778	0.12460224	up
1555900_at	1.51E-01	4.54E-02	-2.0663173	-4.271845	-0.17569851	DCTN5	1.51E-01	4.54E-02	-2.0663173	-4.271845	-0.17569851	down
201721_s_at	1.51E-01	4.54E-02	2.0662364	-4.271994	0.71623283	LAPTM5	1.51E-01	4.54E-02	2.0662364	-4.271994	0.71623283	up
224142_s_at	1.51E-01	4.54E-02	2.0658168	-4.272766	0.18521793	TTTY8B///TTTY8	1.51E-01	4.54E-02	2.0658168	-4.272766	0.18521793	up
238572_at	1.52E-01	4.54E-02	-2.065724	-4.272936	-0.25249983	STK16	1.52E-01	4.54E-02	-2.065724	-4.272936	-0.25249983	down
234013_at	1.52E-01	4.54E-02	2.0656001	-4.273164	0.17433445	YME1L1	1.52E-01	4.54E-02	2.0656001	-4.273164	0.17433445	up
1556607_at	1.52E-01	4.54E-02	2.0654567	-4.273428	0.17511292	EHD4	1.52E-01	4.54E-02	2.0654567	-4.273428	0.17511292	up
207243_s_at	1.52E-01	4.54E-02	2.0653991	-4.273534	0.19482751	CALM3///CALM2///CALM1	1.52E-01	4.54E-02	2.0653991	-4.273534	0.19482751	up
1567558_at	1.52E-01	4.55E-02	2.0647771	-4.274677	0.12796279	TREML4	1.52E-01	4.55E-02	2.0647771	-4.274677	0.12796279	up
231123_at	1.52E-01	4.55E-02	2.0646122	-4.274981	0.17725146	TRIM36	1.52E-01	4.55E-02	2.0646122	-4.274981	0.17725146	up
65438_at	1.52E-01	4.55E-02	-2.064423	-4.275328	-0.16590478	TLDC1	1.52E-01	4.55E-02	-2.064423	-4.275328	-0.16590478	down
235231_at	1.52E-01	4.56E-02	-2.0638611	-4.276361	-0.36917088	ZNF789	1.52E-01	4.56E-02	-2.0638611	-4.276361	-0.36917088	down
214681_at	1.52E-01	4.56E-02	-2.0638502	-4.276381	-0.5844667	GK	1.52E-01	4.56E-02	-2.0638502	-4.276381	-0.5844667	down
225409_at	1.52E-01	4.57E-02	-2.0631072	-4.277746	-0.23827502	COA5	1.52E-01	4.57E-02	-2.0631072	-4.277746	-0.23827502	down
232751_at	1.52E-01	4.57E-02	2.0628072	-4.278298	0.32248401	RBBP9	1.52E-01	4.57E-02	2.0628072	-4.278298	0.32248401	up
1555745_a_at	1.52E-01	4.57E-02	2.0626306	-4.278622	1.18595511	LYZ	1.52E-01	4.57E-02	2.0626306	-4.278622	1.18595511	up
1560779_a_at	1.52E-01	4.57E-02	-2.0624052	-4.279036	-0.16601834	ZNF568	1.52E-01	4.57E-02	-2.0624052	-4.279036	-0.16601834	down
1553304_at	1.52E-01	4.58E-02	2.0622302	-4.279357	0.17787058	LSM14B	1.52E-01	4.58E-02	2.0622302	-4.279357	0.17787058	up
244547_at	1.52E-01	4.58E-02	-2.0621747	-4.279459	-0.46125055	SGK494	1.52E-01	4.58E-02	-2.0621747	-4.279459	-0.46125055	down
201302_at	1.52E-01	4.58E-02	2.0621386	-4.279526	0.37922075	ANXA4	1.52E-01	4.58E-02	2.0621386	-4.279526	0.37922075	up
235090_at	1.52E-01	4.58E-02	2.0620639	-4.279663	0.14795858	ZNF710	1.52E-01	4.58E-02	2.0620639	-4.279663	0.14795858	up
237472_at	1.52E-01	4.58E-02	2.0620498	-4.279689	0.11700928	SOX1	1.52E-01	4.58E-02	2.0620498	-4.279689	0.11700928	up
1553205_at	1.52E-01	4.58E-02	2.0619767	-4.279823	0.17975644	C20orf166-AS1	1.52E-01	4.58E-02	2.0619767	-4.279823	0.17975644	up
238998_x_at	1.52E-01	4.58E-02	2.0618867	-4.279988	0.16456555	OTUD1	1.52E-01	4.58E-02	2.0618867	-4.279988	0.16456555	up
239676_x_at	1.52E-01	4.59E-02	2.0612838	-4.281095	0.20303102	FBRSL1	1.52E-01	4.59E-02	2.0612838	-4.281095	0.20303102	up
230649_at	1.52E-01	4.59E-02	2.0610566	-4.281512	0.1670431	FAAP20	1.52E-01	4.59E-02	2.0610566	-4.281512	0.1670431	up
229368_s_at	1.52E-01	4.59E-02	2.0610249	-4.281571	0.18948077	ZFAND5	1.52E-01	4.59E-02	2.0610249	-4.281571	0.18948077	up
209920_at	1.52E-01	4.59E-02	2.0607947	-4.281993	0.18025813	BMPR2	1.52E-01	4.59E-02	2.0607947	-4.281993	0.18025813	up
200804_at	1.53E-01	4.59E-02	-2.0606261	-4.282303	-0.15978784	TMBIM6	1.53E-01	4.59E-02	-2.0606261	-4.282303	-0.15978784	down
221891_x_at	1.53E-01	4.59E-02	2.0605074	-4.282521	0.09521464	SNORD14D///SNORD14C///HSPA8	1.53E-01	4.59E-02	2.0605074	-4.282521	0.09521464	up
239178_at	1.53E-01	4.59E-02	-2.0604914	-4.28255	-0.69521384	FGF9	1.53E-01	4.59E-02	-2.0604914	-4.28255	-0.69521384	down
213308_at	1.53E-01	4.59E-02	-2.0603656	-4.282781	-0.2571559	SHANK2	1.53E-01	4.59E-02	-2.0603656	-4.282781	-0.2571559	down
209151_x_at	1.53E-01	4.60E-02	2.0602965	-4.282908	0.20025202	TCF3	1.53E-01	4.60E-02	2.0602965	-4.282908	0.20025202	up
232197_x_at	1.53E-01	4.60E-02	-2.0602533	-4.282987	-0.48010261	ARSB	1.53E-01	4.60E-02	-2.0602533	-4.282987	-0.48010261	down
218292_s_at	1.53E-01	4.60E-02	2.05963	-4.284131	0.36307438	PRKAG2	1.53E-01	4.60E-02	2.05963	-4.284131	0.36307438	up
223713_at	1.53E-01	4.61E-02	2.0592856	-4.284762	0.18599979	RSPH3	1.53E-01	4.61E-02	2.0592856	-4.284762	0.18599979	up
1561269_at	1.53E-01	4.61E-02	2.0591657	-4.284983	0.13549778	RAPGEF5	1.53E-01	4.61E-02	2.0591657	-4.284983	0.13549778	up
225371_at	1.53E-01	4.61E-02	-2.0590523	-4.28519	-0.16306287	GLE1	1.53E-01	4.61E-02	-2.0590523	-4.28519	-0.16306287	down
234367_x_at	1.53E-01	4.61E-02	2.0589943	-4.285297	0.13628321	TMPRSS6	1.53E-01	4.61E-02	2.0589943	-4.285297	0.13628321	up
202952_s_at	1.53E-01	4.61E-02	2.0587404	-4.285763	0.61185996	ADAM12	1.53E-01	4.61E-02	2.0587404	-4.285763	0.61185996	up
233865_at	1.53E-01	4.62E-02	2.0580447	-4.287039	0.1357785	NPAS3	1.53E-01	4.62E-02	2.0580447	-4.287039	0.1357785	up
204109_s_at	1.53E-01	4.62E-02	2.0579122	-4.287281	0.23486904	NFYA	1.53E-01	4.62E-02	2.0579122	-4.287281	0.23486904	up
235951_s_at	1.53E-01	4.62E-02	2.0574609	-4.288109	0.19548798	ZNF688	1.53E-01	4.62E-02	2.0574609	-4.288109	0.19548798	up
229273_at	1.53E-01	4.63E-02	-2.0573516	-4.288309	-0.33195306	SALL1	1.53E-01	4.63E-02	-2.0573516	-4.288309	-0.33195306	down
1553845_x_at	1.53E-01	4.63E-02	2.0572901	-4.288422	0.19280152	C10orf67	1.53E-01	4.63E-02	2.0572901	-4.288422	0.19280152	up
229630_s_at	1.53E-01	4.63E-02	2.0572362	-4.288521	0.30213518	WTAP	1.53E-01	4.63E-02	2.0572362	-4.288521	0.30213518	up
224201_s_at	1.53E-01	4.63E-02	2.0571615	-4.288658	0.19855518	SUFU	1.53E-01	4.63E-02	2.0571615	-4.288658	0.19855518	up
222492_at	1.53E-01	4.63E-02	-2.0570986	-4.288773	-0.27406633	PDXK	1.53E-01	4.63E-02	-2.0570986	-4.288773	-0.27406633	down
208925_at	1.53E-01	4.63E-02	2.0570874	-4.288793	0.31259575	CLDND1	1.53E-01	4.63E-02	2.0570874	-4.288793	0.31259575	up
232756_at	1.53E-01	4.63E-02	2.0569215	-4.289098	0.133861	KALRN	1.53E-01	4.63E-02	2.0569215	-4.289098	0.133861	up
1554506_x_at	1.53E-01	4.63E-02	2.0568774	-4.289178	0.10419973	NAALAD2	1.53E-01	4.63E-02	2.0568774	-4.289178	0.10419973	up
211165_x_at	1.53E-01	4.63E-02	2.0567153	-4.289475	0.21876251	EPHB2	1.53E-01	4.63E-02	2.0567153	-4.289475	0.21876251	up
202064_s_at	1.53E-01	4.63E-02	2.0567106	-4.289484	0.23368018	SEL1L	1.53E-01	4.63E-02	2.0567106	-4.289484	0.23368018	up
222958_s_at	1.53E-01	4.63E-02	2.0565273	-4.28982	0.20567392	DEPDC1	1.53E-01	4.63E-02	2.0565273	-4.28982	0.20567392	up
220554_at	1.53E-01	4.64E-02	-2.0561287	-4.29055	-0.64378799	SLC22A7	1.53E-01	4.64E-02	-2.0561287	-4.29055	-0.64378799	down
226819_at	1.54E-01	4.64E-02	2.0558341	-4.29109	0.14852608	LSM11	1.54E-01	4.64E-02	2.0558341	-4.29109	0.14852608	up
232212_at	1.54E-01	4.64E-02	-2.0558239	-4.291109	-0.18471812	PLEKHA8	1.54E-01	4.64E-02	-2.0558239	-4.291109	-0.18471812	down
227251_at	1.54E-01	4.64E-02	-2.0557098	-4.291318	-0.16672549	DCAF5	1.54E-01	4.64E-02	-2.0557098	-4.291318	-0.16672549	down
228472_at	1.54E-01	4.64E-02	-2.0556205	-4.291481	-0.16451209	CCDC61	1.54E-01	4.64E-02	-2.0556205	-4.291481	-0.16451209	down
202243_s_at	1.54E-01	4.65E-02	2.0549013	-4.292799	0.17193957	PSMB4	1.54E-01	4.65E-02	2.0549013	-4.292799	0.17193957	up
234665_x_at	1.54E-01	4.65E-02	-2.0547787	-4.293023	-0.16571704	HHLA3	1.54E-01	4.65E-02	-2.0547787	-4.293023	-0.16571704	down
206432_at	1.54E-01	4.65E-02	2.0546561	-4.293248	0.16853619	HAS2	1.54E-01	4.65E-02	2.0546561	-4.293248	0.16853619	up
213112_s_at	1.54E-01	4.65E-02	2.0544352	-4.293652	0.25474894	SQSTM1	1.54E-01	4.65E-02	2.0544352	-4.293652	0.25474894	up
1565829_at	1.54E-01	4.66E-02	2.0543793	-4.293755	0.16255096	CEP295	1.54E-01	4.66E-02	2.0543793	-4.293755	0.16255096	up
211391_s_at	1.54E-01	4.66E-02	2.054361	-4.293788	0.2679226	PATZ1	1.54E-01	4.66E-02	2.054361	-4.293788	0.2679226	up
217727_x_at	1.54E-01	4.66E-02	2.0543512	-4.293806	0.21511992	VPS35	1.54E-01	4.66E-02	2.0543512	-4.293806	0.21511992	up
240335_at	1.54E-01	4.66E-02	2.0543416	-4.293824	0.1042799	SLC35F5	1.54E-01	4.66E-02	2.0543416	-4.293824	0.1042799	up
225031_at	1.54E-01	4.66E-02	-2.0541631	-4.29415	-0.3057001	CHD6	1.54E-01	4.66E-02	-2.0541631	-4.29415	-0.3057001	down
203682_s_at	1.54E-01	4.66E-02	-2.0541252	-4.29422	-0.27822862	IVD	1.54E-01	4.66E-02	-2.0541252	-4.29422	-0.27822862	down
201465_s_at	1.54E-01	4.66E-02	2.0538825	-4.294664	0.31637833	JUN	1.54E-01	4.66E-02	2.0538825	-4.294664	0.31637833	up
224314_s_at	1.54E-01	4.66E-02	2.0537784	-4.294855	0.20581765	EGLN1	1.54E-01	4.66E-02	2.0537784	-4.294855	0.20581765	up
203568_s_at	1.54E-01	4.66E-02	2.0537155	-4.29497	0.37742573	TRIM38	1.54E-01	4.66E-02	2.0537155	-4.29497	0.37742573	up
211609_x_at	1.54E-01	4.66E-02	2.053701	-4.294996	0.14707745	PSMD4	1.54E-01	4.66E-02	2.053701	-4.294996	0.14707745	up
203130_s_at	1.54E-01	4.66E-02	2.0536384	-4.295111	0.3663078	KIF5C	1.54E-01	4.66E-02	2.0536384	-4.295111	0.3663078	up
234576_at	1.54E-01	4.66E-02	2.0536193	-4.295146	0.15957494	ANPEP	1.54E-01	4.66E-02	2.0536193	-4.295146	0.15957494	up
218328_at	1.54E-01	4.66E-02	-2.0535311	-4.295308	-0.18080255	COQ4	1.54E-01	4.66E-02	-2.0535311	-4.295308	-0.18080255	down
227645_at	1.54E-01	4.67E-02	2.0529402	-4.296389	0.31923341	PIK3R5	1.54E-01	4.67E-02	2.0529402	-4.296389	0.31923341	up
201398_s_at	1.54E-01	4.67E-02	2.0528299	-4.296591	0.53880995	TRAM1	1.54E-01	4.67E-02	2.0528299	-4.296591	0.53880995	up
210768_x_at	1.54E-01	4.67E-02	2.0527877	-4.296668	0.14099365	TMCO1	1.54E-01	4.67E-02	2.0527877	-4.296668	0.14099365	up
224898_at	1.54E-01	4.68E-02	2.0520131	-4.298085	0.52560936	WDR26	1.54E-01	4.68E-02	2.0520131	-4.298085	0.52560936	up
220619_at	1.54E-01	4.68E-02	-2.0519775	-4.29815	-0.084451	CHD7	1.54E-01	4.68E-02	-2.0519775	-4.29815	-0.084451	down
218735_s_at	1.54E-01	4.69E-02	-2.0510511	-4.299845	-0.16766434	ZNF544	1.54E-01	4.69E-02	-2.0510511	-4.299845	-0.16766434	down
207034_s_at	1.55E-01	4.69E-02	2.0506811	-4.300521	0.16705685	GLI2	1.55E-01	4.69E-02	2.0506811	-4.300521	0.16705685	up
230501_at	1.55E-01	4.69E-02	2.0504978	-4.300856	0.13192286	NDUFA10	1.55E-01	4.69E-02	2.0504978	-4.300856	0.13192286	up
41660_at	1.55E-01	4.70E-02	-2.0504394	-4.300963	-0.23882241	CELSR1	1.55E-01	4.70E-02	-2.0504394	-4.300963	-0.23882241	down
211327_x_at	1.55E-01	4.70E-02	2.0503485	-4.301129	0.20150446	HFE	1.55E-01	4.70E-02	2.0503485	-4.301129	0.20150446	up
217826_s_at	1.55E-01	4.70E-02	2.0502092	-4.301384	0.33868549	UBE2J1	1.55E-01	4.70E-02	2.0502092	-4.301384	0.33868549	up
224975_at	1.55E-01	4.70E-02	-2.0498283	-4.30208	-0.37102395	NFIA	1.55E-01	4.70E-02	-2.0498283	-4.30208	-0.37102395	down
1567590_at	1.55E-01	4.70E-02	2.0497001	-4.302315	0.14662048	METTL15	1.55E-01	4.70E-02	2.0497001	-4.302315	0.14662048	up
222863_at	1.55E-01	4.70E-02	2.0496036	-4.302491	0.43047392	ZBTB10	1.55E-01	4.70E-02	2.0496036	-4.302491	0.43047392	up
206087_x_at	1.55E-01	4.71E-02	-2.0493744	-4.30291	-0.16863789	HFE	1.55E-01	4.71E-02	-2.0493744	-4.30291	-0.16863789	down
230484_at	1.55E-01	4.71E-02	2.0492559	-4.303126	0.16960684	CHDH	1.55E-01	4.71E-02	2.0492559	-4.303126	0.16960684	up
222910_s_at	1.55E-01	4.71E-02	2.0492113	-4.303208	0.12154985	PEX5L	1.55E-01	4.71E-02	2.0492113	-4.303208	0.12154985	up
239662_x_at	1.55E-01	4.71E-02	2.0487667	-4.30402	0.17967119	TMCC1	1.55E-01	4.71E-02	2.0487667	-4.30402	0.17967119	up
222583_s_at	1.55E-01	4.71E-02	2.0487298	-4.304088	0.22461794	NUP50	1.55E-01	4.71E-02	2.0487298	-4.304088	0.22461794	up
1569048_s_at	1.55E-01	4.71E-02	2.0486495	-4.304234	0.14698514	LMF1	1.55E-01	4.71E-02	2.0486495	-4.304234	0.14698514	up
213680_at	1.55E-01	4.72E-02	2.0483962	-4.304697	0.14605183	KRT6B	1.55E-01	4.72E-02	2.0483962	-4.304697	0.14605183	up
228485_s_at	1.55E-01	4.72E-02	2.0483807	-4.304725	0.17896605	SLC44A1	1.55E-01	4.72E-02	2.0483807	-4.304725	0.17896605	up
234267_at	1.55E-01	4.72E-02	2.0481355	-4.305173	0.17860636	LINC01016	1.55E-01	4.72E-02	2.0481355	-4.305173	0.17860636	up
227065_at	1.55E-01	4.73E-02	-2.0475207	-4.306296	-0.12647919	RNF216	1.55E-01	4.73E-02	-2.0475207	-4.306296	-0.12647919	down
1556859_a_at	1.55E-01	4.73E-02	2.0474493	-4.306427	0.09734581	PHACTR2-AS1	1.55E-01	4.73E-02	2.0474493	-4.306427	0.09734581	up
235370_at	1.55E-01	4.73E-02	2.0474388	-4.306446	0.17058611	KREMEN1	1.55E-01	4.73E-02	2.0474388	-4.306446	0.17058611	up
214287_s_at	1.55E-01	4.73E-02	2.0474222	-4.306476	0.16074756	CDK13	1.55E-01	4.73E-02	2.0474222	-4.306476	0.16074756	up
209426_s_at	1.55E-01	4.73E-02	2.0472128	-4.306858	0.4215201	C1QTNF3-AMACR///AMACR	1.55E-01	4.73E-02	2.0472128	-4.306858	0.4215201	up
216724_at	1.55E-01	4.73E-02	2.0466716	-4.307846	0.15291641	DCLK2	1.55E-01	4.73E-02	2.0466716	-4.307846	0.15291641	up
220140_s_at	1.56E-01	4.74E-02	-2.0462254	-4.308661	-0.15299048	SNX11	1.56E-01	4.74E-02	-2.0462254	-4.308661	-0.15299048	down
222377_at	1.56E-01	4.74E-02	2.0458978	-4.309259	0.19133905	TBX10	1.56E-01	4.74E-02	2.0458978	-4.309259	0.19133905	up
211102_s_at	1.56E-01	4.74E-02	2.0456522	-4.309707	0.20773294	LILRA2	1.56E-01	4.74E-02	2.0456522	-4.309707	0.20773294	up
219797_at	1.56E-01	4.75E-02	2.045587	-4.309826	0.38125126	MGAT4A	1.56E-01	4.75E-02	2.045587	-4.309826	0.38125126	up
207946_at	1.56E-01	4.75E-02	-2.0454491	-4.310078	-0.13743978	MAML3	1.56E-01	4.75E-02	-2.0454491	-4.310078	-0.13743978	down
1553759_at	1.56E-01	4.75E-02	-2.0453427	-4.310272	-0.12990065	MCM9	1.56E-01	4.75E-02	-2.0453427	-4.310272	-0.12990065	down
217918_at	1.56E-01	4.75E-02	2.045279	-4.310388	0.13958238	DYNLRB1	1.56E-01	4.75E-02	2.045279	-4.310388	0.13958238	up
213754_s_at	1.56E-01	4.75E-02	2.0449755	-4.310942	0.36762445	PAIP1	1.56E-01	4.75E-02	2.0449755	-4.310942	0.36762445	up
1568287_at	1.56E-01	4.75E-02	2.0449381	-4.31101	0.08786857	HMGA2	1.56E-01	4.75E-02	2.0449381	-4.31101	0.08786857	up
232921_at	1.56E-01	4.75E-02	-2.0446658	-4.311507	-0.26920942	KIAA1549	1.56E-01	4.75E-02	-2.0446658	-4.311507	-0.26920942	down
1553248_at	1.56E-01	4.75E-02	2.0446498	-4.311536	0.14007501	CCDC57	1.56E-01	4.75E-02	2.0446498	-4.311536	0.14007501	up
226762_at	1.56E-01	4.76E-02	-2.044239	-4.312285	-0.40664091	MIR4657///PURB	1.56E-01	4.76E-02	-2.044239	-4.312285	-0.40664091	down
205605_at	1.56E-01	4.76E-02	2.0442005	-4.312355	0.17113692	HOXD9	1.56E-01	4.76E-02	2.0442005	-4.312355	0.17113692	up
214303_x_at	1.56E-01	4.76E-02	2.0441753	-4.312401	0.14665724	MUC5AC	1.56E-01	4.76E-02	2.0441753	-4.312401	0.14665724	up
219238_at	1.56E-01	4.76E-02	-2.0440559	-4.312619	-0.19800222	PIGV	1.56E-01	4.76E-02	-2.0440559	-4.312619	-0.19800222	down
213581_at	1.56E-01	4.77E-02	-2.0435723	-4.313501	-0.17710595	PDCD2	1.56E-01	4.77E-02	-2.0435723	-4.313501	-0.17710595	down
221835_at	1.56E-01	4.77E-02	2.0435189	-4.313598	0.21636182	DTX3	1.56E-01	4.77E-02	2.0435189	-4.313598	0.21636182	up
1559303_at	1.56E-01	4.77E-02	2.0435131	-4.313609	0.15611715	LINC01532	1.56E-01	4.77E-02	2.0435131	-4.313609	0.15611715	up
204620_s_at	1.56E-01	4.77E-02	2.0435063	-4.313621	0.90279774	VCAN	1.56E-01	4.77E-02	2.0435063	-4.313621	0.90279774	up
224025_s_at	1.56E-01	4.77E-02	2.0435004	-4.313632	0.16471197	ATG7	1.56E-01	4.77E-02	2.0435004	-4.313632	0.16471197	up
216990_at	1.56E-01	4.77E-02	2.0428036	-4.314902	0.12902799	GART	1.56E-01	4.77E-02	2.0428036	-4.314902	0.12902799	up
